common_name_nl
Blauwvleugelminla
Grijskopstreepvleugel
Taiwanese streepvleugel
Nepalese streepvleugel
Brilstreepvleugel
Zwartkruinstreepvleugel
Tonkinstreepvleugel
Ornaatminla
Yunnanstreepvleugel
Oeverloper
Amerikaanse oeverloper
Lelieloper
Madagaskarjaçana
Zwartoorkolibrie
Tusked Frog
Cocha Chirping Frog
Paraná Tropical Bullfrog
Forest Chirping Frog
Marbled Tropical Bullfrog
Adenomera nanus
Clarkfuut
Zwanenhalsfuut
Staartmees
Roodkruinstaartmees
Dwergmees
Grijskopstaartmees
Zilverkeelstaartmees
Bruinborststaartmees
Witwangstaartmees
Witkeelstaartmees
Grote iora
Zwartkopiora
Gewone iora
Groene iora
Zaaguil
Ruigpootuil
Bermudazaaguil
Harriszaaguil
Ridgwayzaaguil
Vogelkopdwergnachtzwaluw
Bergdwergnachtzwaluw
Bennettdwergnachtzwaluw
Molukse dwergnachtzwaluw
Australische dwergnachtzwaluw
Rosse dwergnachtzwaluw
Nieuw-Caledonische dwergnachtzwaluw
Laaglanddwergnachtzwaluw
Karimuidwergnachtzwaluw
Wallacedwergnachtzwaluw
Monniksgier
Afrikaans porseleinhoen
Impala
Grote olifantsvogel
Kamboskalkoen
Waigeoboskalkoen
Rode Kangoeroerat
Filipijnse salangaan
Marianensalangaan
Himalayasalangaan
Seychellensalangaan
Mauritiussalangaan
Eetbaarnestsalangaan
Bergsalangaan
Molukse Salangaan
Carolinensalangaan
Tahitisalangaan
Zwartnestsalangaan
Bruinstuitsalangaan
Naaktpootsalangaan
Markiezensalangaan
Salomonssalangaan
Drieteensalangaan
Palausalangaan
Mosnestsalangaan
Atiusalangaan
Witstuitsalangaan
Australische salangaan
Malabarsalangaan
Grijze salangaan
Vulkaansalangaan
Whiteheadsalangaan
Andesgierzwaluw
Berggierzwaluw
Bonte gierzwaluw
Kameroenhavik
Afrikaanse havik
Kuifalk
Papegaaialk
Dwergalk
Geoorde dwergalk
Grijsgroene struiksluiper
Zwart-rosse struiksluiper
Papoeastruiksluiper
Bruinkopstruiksluiper
Vogelkopstruiksluiper
Witbekstruiksluiper
Mooie honingzuiger
Apohoningzuiger
Vorkstaarthoningzuiger
Sangirhoningzuiger
Javaanse honingzuiger
Vuurborsthoningzuiger
Gouldhoningzuiger
Roodnekhoningzuiger
Vuurstaarthoningzuiger
Linahoningzuiger
Grote geelrughoningzuiger
Scharlaken honingzuiger
Groenstaarthoningzuiger
Grijskaphoningzuiger
Glansvleugelhoningzuiger
Zwartkeelhoningzuiger
Goudkeelhoningzuiger
Geelrughoningzuiger
Temminckhoningzuiger
Tbolihoningzuiger
Vigorshoningzuiger
Delicate Spiny Reed Frog
bruine banaanrietkikker
Stekelige bladvouwkikker
Banded Banana Frog
Banana Serotine
Congopauw
Zwarte trap
Botswanatrap
Roodvoet-makikikker
Mexican Giant Tree Frog
Agamireiger
Grijskopagapornis
Fischers agapornis
Nyasa-agapornis
Zwartwangagapornis
Zwartmaskeragapornis
Roodmaskeragapornis
Perzikkopagapornis
Zwartkraagagapornis
Zwartvleugelagapornis
Grijze koevogel
Bleke koevogel
Roodschoudertroepiaal
Bruinboegtroepiaal
Epauletspreeuw
Driekleurentroepiaal
Geelschoudertroepiaal
Kalkoenparelhoen
Zwart parelhoen
Moerastroepiaal
Geelboegtroepiaal
Drijftiltroepiaal
Paarsrugglanskolibrie
Witpluimglanskolibrie
Koperglanskolibrie
Zwartkruinglanskolibrie
Berlepschlangstaartnimf
Violetstaartnimf
Langstaartnimf
Ovate Shieldback
Blanfordroodmus
Lijstervliegenvanger
Vale vliegenvanger
Witstaartklauwiertiran
Grote klauwiertiran
Grijsbuikklauwiertiran
Zwartbekklauwiertiran
Kleine klauwiertiran
Roodwangspreeuw
Daurische spreeuw
Witoorkatvogel
Groene katvogel
Bruinkopkatvogel
Gevlekte katvogel
Zwartoorkatvogel
Kaneelborstkatvogel
Reuzenpanda
Oaxacagors
Roestruggors
Roestkruingors
Mandarijneend
Carolinaeend
Oahu-akialoa
Lanai-akialoa
Kleine akialoa
Kauai-akialoa
Goeldimiervogel
Witschoudermiervogel
Witbandleeuwerik
Kleine witbandleeuwerik
Veldleeuwerik
Kleine veldleeuwerik
Witvleugelleeuwerik
Razoleeuwerik
Mongoolse kortteenleeuwerik
Turkestaanse kortteenleeuwerik
Indische zandleeuwerik
Kleine kortteenleeuwerik
Somalische kortteenleeuwerik
Alk
IJsvogel
Turkooisijsvogel
Javaanse blauwborstijsvogel
Herculesijsvogel
Menintingijsvogel
Soendablauwborstijsvogel
Glansijsvogel
Kobaltijsvogel
Hartenbeest
Eland
Grijze nontimalia
Davidnontimalia
Yunnannontimalia
Zwartbrauwnontimalia
Huetnontimalia
Grijswangnontimalia
Nepalese nontimalia
Maleise nontimalia
Bruinwangnontimalia
Javaanse nontimalia
Gestreepte buulbuul
Roodnekfluiter
Barbarijse patrijs
Aziatische steenpatrijs
Steenpatrijs
Chinese steenpatrijs
Arabische steenpatrijs
Philbysteenpatrijs
Rode patrijs
Madagaskarblauwduif
Mauritiusblauwduif
Seychellenblauwduif
Comorenblauwduif
Wimpelstaarttiran
Hanenstaarttiran
Boskalkoen
Floury Baker
Bruinkruinalethe
Diadeemalethe
Geelbuikamazone
Molukse koningsparkiet
Groenvleugelkoningsparkiet
Australische koningsparkiet
Kleine alk
Geschubde spotlijster
Moerasmeerkat
Amerikaanse alligator
Spotted-thighed Poison Frog
Striped Rocket Frog
Allard's Ground Cricket
Striped Ground Cricket
Gray Ground Cricket
Choctaw ground cricket
Southern Ground Cricket
Salt-Marsh Ground Cricket
Tinkling Ground Cricket
Walker's Ground Cricket
Bruinwangbaardbuulbuul
Witkeelbaardbuulbuul
Palawanbuulbuul
Rosse baardbuulbuul
Bleke baardbuulbuul
Grijskopbaardbuulbuul
Penanbaardbuulbuul
Grijswangbaardbuulbuul
Bruinkopzwaluw
Nijlgans
Réuniongans
Mauritiusgans
Beerbrulaap
Roodhandbrulaap
Zwarte Brulaap
Spix' Brulaap
Bruine Brulaap
Guyanabrulaap
Mantelbrulaap
Guatemalaanse Brulaap
Boliviaanse Rode Brulaap
Rode Brulaap
Maranhãobrulaap
Catalonian Midwife Toad
Iberische Vroedmeesterpad
Vroedmeesterpad
Roodkopamadine
Bandvink
Kortstaartlijstervliegenvanger
Zijdestaartlijstervliegenvanger
Tijgervink
Olijfastrild
Goudbuikje
Effen bosral
Sulawesiwaterhoen
Talaudwaterhoen
Moluks waterhoen
Olijfbruin waterhoen
Witborstwaterhoen
Ecuadoraans dikbekje
Carrizaldikbekje
Indigodikbekje
Zwart-blauw dikbekje
Hondurese amazilia
Kaneelamazilia
Roodstaartamazilia
Yucatanamazilia
Lessonamazilia
Blauwvoorhoofdamazone
Jamaicaanse amazone
Witvoorhoofdamazone
Oranjevleugelamazone
Roodkeelamazone
Geelnekamazone
Geelwangamazone
Geelvleugelamazone
Roodstaartamazone
Geelsnavelamazone
Diadeemamazone
Blauwwangamazone
Grote amazone
Blauwbaardamazone
Blauwkruinamazone
Sint-Vincentamazone
Keizeramazone
Kawallamazone
Cubaanse amazone
Roodbrauwamazone
Schubnekamazone
Geelvoorhoofdamazone
Geelkopamazone
Roodbrilamazone
Roodkruinamazone
Tucumanamazone
Hispaniola-amazone
Sint-Lucia-amazone
Wijnborstamazone
Groenwangamazone
Puertoricaanse amazone
Geelteugelamazone
Amazonetaling
Geelsnaveltroepiaal
Clicker Round-winged Katydid
Florida Oblong-winged Katydid
Texas false katydid
Oblong-winged Katydid
Rattler Round-winged Katydid
Geelkuiftuiniervogel
Bruine tuiniervogel
Goudkuiftuiniervogel
Oranjekuiftuiniervogel
Dikbekwever
Roodkoptroepiaal
Driestreeppijlgifkikker
Common River Frog
Cape river frog
Poynton's River Frog
Angolese leeuwerik
Befleeuwerik
Ratelleeuwerik
Geelwanggors
Graslandgors
Sprinkhaangors
Rosse woestijnleeuwerik
Woestijnleeuwerik
Roodstaartleeuwerik
Namibleeuwerik
Grijsbuikmiervogel
Perzische woestijnpatrijs
Arabische woestijnpatrijs
Harrisgrondeekhoorn
Texas Antelope Squirrel
Antilopegrondeekhoorn
Nelsongrondeekhoorn
Spitsstaartgors
Lecontegors
Kweldergors
Nelsongors
Manenschaap
Kroonmaina
Groengeschubde cotinga
Roodkuifcotinga
Roodkopcotinga
Palamblamiervogel
Clapping Cicada
Chirping Cicada
Chorus Cicada
Zwartkeelgors
Vijfstrepengors
Kalkadoongrassluiper
Harlekijngrassluiper
Dorothygrassluiper
Eyremeergrassluiper
Zwarte grassluiper
Kortstaartgrassluiper
Oostelijke grassluiper
Duingrassluiper
Bruine grassluiper
Opaltongrassluiper
Gestreepte grassluiper
Westelijke grassluiper
Rosse grassluiper
Zwart-witte grassluiper
Witbrauwbladspeurder
Lichtensteinbladspeurder
Roodstaartbladspeurder
Bergbladspeurder
Schubkeelbladspeurder
Principehoningzuiger
Geelborsthoningzuiger
Reichenbachhoningzuiger
Kuifbladspeurder
Witkraagbladspeurder
Mormonenkrekel
Grijsborstmeestiran
Juan-Fernandezmeestiran
Geelsnavelmeestiran
Zwartkuifmeestiran
Pluimmeestiran
Gestreepte meestiran
Rode wever
Scharlaken wever
Golden Emperor
Strandplevier
Punaplevier
Kaspische plevier
Tibetaanse plevier
Dubbelbandplevier
Kraagplevier
Witwangstrandplevier
Falklandplevier
Scheefsnavelplevier
Javaanse strandplevier
Woestijnplevier
Vale strandplevier
Mongoolse plevier
Prairieplevier
Amerikaanse strandplevier
Rosse plevier
Kaapse plevier
Herdersplevier
Maleise plevier
Roodkopplevier
Sint-Helenaplevier
Madagaskarplevier
Steppeplevier
Dikbekplevier
Pijlstaart
Andamanentaling
Andestaling
Aucklandtaling
Witwangpijlstaart
Madagaskartaling
Kaapse taling
Kastanjetaling
Bruine taling
Wintertaling
Mexicaanse eend
Kerguelenpijlstaart
Roodsnavelpijlstaart
Chileense taling
Gevlekte eend
Geelsnavelpijlstaart
Soendataling
Australische taling
Laysaneend
Filipijnse eend
Mellereend
Campbelltaling
Wilde eend
Indische vlekbekeend
Amerikaanse zwarte eend
Afrikaanse zwarte eend
Wenkbrauweend
Mauritiuseend
Geelsnaveleend
Hawaï-eend
Chinese vlekbekeend
Afrikaanse gaper
Indische gaper
Elliottoepaja
Chirping Trig
Say's Trig
Fulton's Trig
Pink-spotted Trig
Fast-tinkling Trig
Slow-tinkling Trig
Spring Trig
Amerikaanse pad
Noordelijke pad
Prairiepad
Chihuahua groene pad
Fowlerpad
Canadese pad
Roodgestipte Pad
Eikpad
Texaspad
Zuidelijke pad
Woodhousepad
Haakbekbladspeurder
Zwartkopbergtoekan
Zwartmaskerbergtoekan
Zwartkruinbergtoekan
Witwangbergtoekan
Andean poison frog
Tandsnavelkolibrie
Vale buulbuul
Groenrugzwiepfluiter
Angustitrella roosevelti
Anioema
Amerikaanse slangenhalsvogel
Indische slangenhalsvogel
Australische slangenhalsvogel
Afrikaanse slangenhalsvogel
Roodoorbergtangare
Druppelbergtangare
Zwartwangbergtangare
Zwartkinbergtangare
Blauwvleugelbergtangare
Blauwgrijze ara
Hyacintara
Indigoara
Koekoekswever
Oranjestuitheremietkolibrie
Bruine neushoornvogel
Zwartkuifneushoornvogel
Tenasserimneushoornvogel
Grijze noddy
Blauwe noddy
Witkruinnoddy
Bruine noddy
Kleine noddy
Kolgans
Grauwe gans
Kleine rietgans
Sneeuwgans
Keizergans
Zwaangans
Dwerggans
Taigarietgans
Indische gans
Ross' gans
Toendrarietgans
Ekstergans
Nornalup Frog
Geelvoetbuidelmuis
Witbefvliegenvanger
Roodteugelvliegenvanger
Oranjeborsthoningzuiger
Magdalenabloemkroonkolibrie
Santa-Martabloemkroonkolibrie
Roodlelhoningeter
Kleine lelhoningeter
Westelijke lelhoningeter
Geellelhoningeter
Geschubde lelhoningeter
Chathambelvogel
Maoribelvogel
Acaciakapokmees
Boskapokmees
Kaapse kapokmees
Grijze kapokmees
Gele kapokmees
Sahelkapokmees
Indische neushoornvogel
Malabarneushoornvogel
Zwarte neushoornvogel
Palawanneushoornvogel
Suluneushoornvogel
Puertoricaanse mango
Hispaniolamango
Jamaicaanse mango
Zwartkeelmango
Groenborstmango
Veraguamango
Groenkeelmango
Groene mango
Anchietahoningzuiger
Violetstaarthoningzuiger
Bruine honingzuiger
Grijskeelhoningzuiger
Violetrughoningzuiger
Bruinkeelhoningzuiger
Uluguruhoningzuiger
Zwaluwhoningzuiger
Geelkinhoningzuiger
Blauwkeelhoningzuiger
Roodkeelhoningzuiger
Roodbandhoningzuiger
Kortstaarthoningzuiger
Olijfgrijze honingzuiger
Grijskinhoningzuiger
Zuid-Georgische pieper
Australische pieper
Berthelots pieper
Paramopieper
Kortstaartpieper
Punapieper
Savannepieper
Duinpieper
Roodkeelpieper
Chacopieper
Gele pieper
Kaneelpieper
Correnderapieper
Kopjespieper
Witbuikpieper
Mongoolse pieper
Petsjorapieper
Papoeapieper
Hellmayrpieper
Siberische boompieper
Bergpieper
Siberische waterpieper
Bruinrugpieper
Gestreepte pieper
Malindipieper
Okerborstpieper
Nicholsonpieper
Nilgiripieper
Nieuw-Zeelandse pieper
Bospieper
Langpootpieper
Peruaanse pieper
Oeverpieper
Graspieper
Grote pieper
Wijnborstpieper
Pacifische Waterpieper
Burupieper
Oriëntaalse pieper
Langsnavelpieper
Sokokepieper
Waterpieper
Prairiepieper
Hooglandpieper
Boompieper
Vaalrivierpieper
Saruskraanvogel
Canadese kraanvogel
Brolgakraanvogel
Witnekkraanvogel
Gaffelbok
Vlekstaartnachtzwaluw
Mexicaanse nachtzwaluw
Yucatannachtzwaluw
Carolinanachtzwaluw
Cubaanse nachtzwaluw
Hispaniolanachtzwaluw
Puertoricaanse nachtzwaluw
Ridgwaynachtzwaluw
Rosse nachtzwaluw
Salvinnachtzwaluw
Zwarte nachtzwaluw
Zijdestaartnachtzwaluw
Whippoorwill
Bleke Vleermuis
Forbestroepiaal
Sprokkelaar
Common Short-tailed Cricket
Indies Short-tailed Cricket
Kastanjekopral
Azara's Nachtaapje
Grijsbuiknachtaapje
Andesnachtaapje
Roodneknachtaapje
Spix' Nachtaapje
Macklottrogon
Reinwardttrogon
Bruinkopapalis
Zilverapalis
Bamenda-apalis
Maskerapalis
Chapinapalis
Witvleugelapalis
Chirinda-apalis
Grijze apalis
Geelborstapalis
Geelkeelapalis
Taita-apalis
Goslingapalis
Zwartkeelapalis
Kaboboapalis
Karamoja-apalis
Namuliapalis
Tanzaniaanse apalis
Zwartkruinapalis
Kivuapalis
Bergapalis
Ruddapalis
Zwartrugapalis
Kortstaartapalis
Masai-apalis
Halsbandapalis
Geelwangtrogon
Narinatrogon
Bandstaarttrogon
Boninbrilvogel
Rode ral
Sint-Helenaral
Nelsontiran
Salvintiran
Zuidelijke witgezicht
Gebandeerde witgezicht
Kastanjeborstwitgezicht
Westelijke struikgaai
Floridastruikgaai
Eilandstruikgaai
Trans-Mexicaanse gaai
Leiblauwe gaai
Mexicaanse gaai
Pinyonstruikgaai
Masafuerarayadito
Doornstaartrayadito
Kerguelenstormvogel
Aziatische honingbij
Europese honingbij
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
Samoapurperspreeuw
Witoogpurperspreeuw
Orpheuspurperspreeuw
Rarotongaspreeuw
Kusaiespreeuw
Tanimbarpurperspreeuw
Makirapurperspreeuw
Atolpurperspreeuw
Bruine purperspreeuw
Grote purperspreeuw
Rennellpurperspreeuw
Langstaartpurperspreeuw
Maukespreeuw
Violette purperspreeuw
Kleine purperspreeuw
Molukse purperspreeuw
Mimikapurperspreeuw
Micronesische purperspreeuw
Maleise purperspreeuw
Ponapépurperspreeuw
Bergpurperspreeuw
Dikbekpurperspreeuw
Polynesische purperspreeuw
Vanuatupurperspreeuw
Kaneeltortel
gewone bosmuis
Yapacanamiervogel
Roodvleugelparkiet
Timorese parkiet
Keizerspinguïn
Koningspinguïn
Zuidelijke bruine kiwi
Noordelijke bruine kiwi
Grote grijze kiwi
Kleine grijze kiwi
Rowi
Zwartruggierzwaluw
Huisgierzwaluw
Kaapverdische gierzwaluw
Gierzwaluw
Madagaskargierzwaluw
Kaapse gierzwaluw
Batesgierzwaluw
Socotragierzwaluw
Damaragierzwaluw
Pijlstaartgierzwaluw
Indochinese gierzwaluw
Horusgierzwaluw
Himalayagierzwaluw
Nyanzagierzwaluw
Grote huisgierzwaluw
Siberische Gierzwaluw
Vale gierzwaluw
Tibetaanse gierzwaluw
Madeiragierzwaluw
Spaanse keizerarend
Cassinarend
Wigstaartarend
Steenarend
Havikarend
Molukse arend
Keizerarend
Steppearend
Savannearend
Afrikaanse havikarend
Zwarte arend
Buffonara
Blauw-gele ara
Groenvleugelara
Blauwkeelara
Geelvleugelara
Soldatenara
Roodoorara
Dwergara
Cubaanse ara
Streepborstspinnenjager
Geelwangspinnenjager
Naaktwangspinnenjager
Diksnavelspinnenjager
Palawanspinnenjager
Everettspinnenjager
Mindanaospinnenjager
Geeloorspinnenjager
Bergspinnenjager
Kleine spinnenjager
Gestreepte spinnenjager
Grijsborstspinnenjager
Langsnavelspinnenjager
Witbuikbosral
Roodnekbosral
Cayennebosral
Roodvleugelbosral
Kleine bosral
Vale bosral
Bruine bosral
Reuzenbosral
Snurkral
Koerlan
Goudkoparatinga
Jendayaparkiet
Zwavelborstparkiet
Nandayparkiet
Zonparkiet
Weddellaratinga
Hainanbospatrijs
Witwangbospatrijs
Bruinborstbospatrijs
Cambodjaanse bospatrijs
Maleise bospatrijs
Taiwanese bospatrijs
Davidbospatrijs
Rickettbospatrijs
Borneose bospatrijs
Javaanse bospatrijs
Roodborstbospatrijs
Grijsborstbospatrijs
Noord-Sumatraanse bospatrijs
Roodsnavelbospatrijs
Boultonbospatrijs
Roodkeelbospatrijs
Zuid-Sumatraanse bospatrijs
Gewone bospatrijs
Buulbuullijster
Archboldprieelvogel
Zwartkinkolibrie
Robijnkeelkolibrie
Nieuw-Zeelandse Zeebeer
Kerguelenzeebeer
Zuid-Afrikaanse Zeebeer
Grote bandsprinkhaan
Grote zilverreiger
Geelsnavelzilverreiger
Blauwe reiger
Sokoireiger
Oostelijke koereiger
Reuzenreiger
Amerikaanse blauwe reiger
Madagaskarreiger
Westelijke koereiger
Keizerreiger
Middelste zilverreiger
Zwartkopreiger
Withalsreiger
Pluimzilverreiger
Purperreiger
Sumatraanse reiger
Bullerpijlstormvogel
Australische grote pijlstormvogel
Chileense grote pijlstormvogel
Grote pijlstormvogel
Grauwe pijlstormvogel
Wigstaartpijlstormvogel
Dunbekpijlstormvogel
Chinese ralreiger
Indische ralreiger
Madagaskarralreiger
Ralreiger
Roodbuikreiger
Javaanse ralreiger
Arabische trap
Australische trap
Koritrap
Grote Indische trap
Steenloper
Zwarte steenloper
Argusfazant
Geelsnavelbabbelaar
Iraakse babbelaar
Schubborstbabbelaar
Gewone babbelaar
Grijskopbabbelaar
Gestreepte babbelaar
Bruingele babbelaar
Witkeelbabbelaar
Afghaanse babbelaar
Dunbekbabbelaar
Malcolmbabbelaar
Rosse babbelaar
Ceylonese babbelaar
Arabische babbelaar
Junglebabbelaar
Roodrugbabbelaar
Citroenkeelbuulbuul
Zwartbrauwbuulbuul
Kikuyubuulbuul
Shelleybuulbuul
Streepwangbuulbuul
Bergbuulbuul
Ulugurubuulbuul
Oostelijke grijskeelbuulbuul
Streepkopbuulbuul
Westelijke grijskeelbuulbuul
Abbottspreeuw
Kapucijnergors
Grijsbrauwstruikgors
Zwartkopstruikgors
Goudsnavelgors
Meridagors
Bangsstruikgors
Bruinkruinstruikgors
Olijfgroene struikgors
Costaricaanse struikgors
Dikbekstruikgors
Mosruggors
Geelsnavelgors
Sao-Franciscogors
Marañongors
Perijastruikgors
Caracasstruikgors
Pariastruikgors
Goudvleugelgors
Sao-Paulostruikgors
Olijfruggors
Streepkopstruikgors
Groenkruinstruikgors
Groenruggors
Panamese gors
Olijfgors
Tocuyogors
Roodhalsfranjemonarch
Zwartborstfranjemonarch
Witborstfranjemonarch
Witbuikfranjemonarch
Witkopvanga
Zwartteugelspitsvogel
Blauwvleugelspitsvogel
Grijze spitsvogel
Bismarckspitsvogel
Witborstspitsvogel
Grote spitsvogel
Fijispitsvogel
Roetspitsvogel
Witrugspitsvogel
Maskerspitsvogel
Wenkbrauwspitsvogel
Bellgors
Nevadagors
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdros moss frog
Lightfoot's moss frog
Rough Moss Frog
Northern Moss Frog
De Villiers' moss frog
Common squeaker
Wahlbergs struikpieper
Dwarf squeaker
Jamaicavruchtenvleermuis
Grote Vruchtenvleermuis
Roodkapsnijdervogel
Moreausnijdervogel
Rouwvliegenvanger
Usshervliegenvanger
Diksnavelrietzanger
Witkopwatertiran
mangrove cicada
White Drummer
Woelrat
Witvleugelboseend
Drietandbladneusvleermuis
Zwartborstgrondvink
Bruine grondvink
Woestijnschijnpaapje
Brown Speckled Cicada
Ethiopische ransuil
Afrikaanse velduil
Gestreepte ransuil
Velduil
Jamaicaanse uil
Madagaskarransuil
Ransuil
Salomonsoehoe
Grote ransuil
Blauwkeelmotmot
Pouched Frog
Vuurlandcanastero
Zwartvleugelcanastero
Ayacuchodistelstaart
Kortsnavelcanastero
Berlepschcanastero
Okerbrauwdistelstaart
Roodbuikcanastero
Jardinecanastero
Witkindistelstaart
Grijze distelstaart
Zwartkeeldistelstaart
Punadistelstaart
Iquicocanastero
Bleekstaartcanastero
Hudsoncanastero
Streepkeelcanastero
Cipocanastero
Vlekstaartcanastero
Andescanastero
Itatiaiastekelstaart
Garteppcanastero
Oogringdistelstaart
Perijadistelstaart
Canyoncanastero
Kleine canastero
Urubambacanastero
Vilcabambadistelstaart
Junincanastero
Streeprugcanastero
Lintstaartastrapia
Arfakastrapia
Huonastrapia
Prachtastrapia
Stephanieastrapia
Amerikaanse havik
Roodbroeksperwer
Chileense sperwer
Coopersperwer
Havik
Cubaanse sperwer
Madagaskarhavik
Zwarte havik
Meyerhavik
Bleekoogdwergtiran
Witbuikslingeraap
Zwartgezichtslingeraap
Bruinkopslingeraap
Zwarthandslingeraap
Bruine Slingeraap
Witbrauwslingeraap
Kwatta
Kortoorvos
Crossleygrondscharrelaar
Blauwkopgrondscharrelaar
Bossteenuil
Brahmaanse uil
Holenuil
Guadalcanaluil
West-Salomonsuil
Malaita-uil
Steenuil
Makira-uil
Madagaskarsteenuil
Moerasmangoeste
Geelkraagbuulbuul
Bleekkeelbuulbuul
Protean Shieldback
Barbarijse Grondeekhoorn
Witkopstruikgors
Witnekstruikgors
Witbaardstruikgors
Antioquiastruikgors
Grijze struikgors
Zwartbaardstruikgors
Chocostruikgors
Goudkopstruikgors
Apurímacstruikgors
Bruinbaardstruikgors
Roetkopstruikgors
Geelborststruikgors
Brilstruikgors
Witvleugelstruikgors
Geelgroene struikgors
Santa-Martastruikgors
Zwartkeelstruikgors
Zwartbrilstruikgors
Roestbuikstruikgors
Zwartvoorhoofdstruikgors
Bleekkopstruikgors
Bleeknekstruikgors
Tepuistruikgors
Roestkruinstruikgors
Roodoorstruikgors
Roodnekstruikgors
Grijsborststruikgors
Roodkruinstruikgors
Okerborststruikgors
Leigrijze struikgors
Vilcabambastruikgors
Geeldijstruikgors
Driekleurenstruikgors
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
Grote doornkruiper
Rosse doornkruiper
Gabonese zwaluw
Andeskwartelsnip
Witbuikkwartelsnip
Witbandzwaluw
Zwartkapzwaluw
Witflankzwaluw
Roestattila
Kaneelattila
Geelbuikattila
Roodstaartattila
Grijskopattila
Goudstuitattila
Okerattila
Groenbuikvizierkolibrie
Blauwbuikvizierkolibrie
Andesarassari
Blauwbandarassari
Derbyarassari
Roodstuitarassari
Geelbrauwarassari
Smaragdarassari
Geeloogarassari
Whitelyarassari
Geelkopmees
Auritibicen japonicus
Creaking Branch Cicada
White-striped Free-tailed Bat
Olive-green Coastal Katydid
Bruinkeelbladspeurder
Chiriquibladspeurder
Olijfrugbladspeurder
Pernambucobladspeurder
Witoogbladspeurder
Bruinstuitbladspeurder
Okerkeelbladspeurder
Parabladspeurder
Roodkruinbladspeurder
Oostelijke bosbladspeurder
Westelijke bosbladspeurder
Oostelijke Wolmaki
Afrikaanse koekoekswouw
Oosterse koekoekswouw
Zwarte koekoekswouw
Madagaskarkoekoekswouw
Australische koekoekswouw
Vuurstaartkluutkolibrie
Axishert
Kleine topper
Amerikaanse tafeleend
Australische witoogeend
Amoerwitoogeend
Ringsnaveleend
Tafeleend
Kuifeend
Madagaskarwitoogeend
Topper
Nieuw-Zeelandse topper
Witoogeend
Grote tafeleend
Zwartkruinmees
Tweekleurige mees
Grijze mees
Ridgwaymees
Harlekijnmees
Sjöstedtbuulbuul
Witstaartbuulbuul
Groenlandse Walvis
Schoenbekooievaar
Antarctische Dwergvinvis
Gewone Vinvis
Grijze Zakvleugelvleermuis
Zwarte kroonkraanvogel
Grijze kroonkraanvogel
Indochinese bamboepatrijs
Taiwanese bamboepatrijs
Chinese bamboepatrijs
Indische Pestrat
Blauw-gouden tangare
Goudringtangare
Groenrugtangare
Zwartvoorhoofdtangare
Zwart-gouden tangare
Goudborsttangare
Mopsvleermuis
