common_name_de
Veragua-Mangokolibri
Smaragdkehl-Mangokolibri
Smaragdmangokolibri
Buntbauch-Nektarvogel
Violettschwanz-Nektarvogel
Mangrovenektarvogel
Graukehl-Nektarvogel
Violettmantel-Nektarvogel
Braunkehl-Nektarvogel
Ulugurunektarvogel
Schwalbennektarvogel
Gelbkehl-Nektarvogel
Blaukehl-Nektarvogel
Rotkehl-Nektarvogel
Rotband-Nektarvogel
Stutzschwanz-Nektarvogel
Schlichtnektarvogel
Graukinn-Nektarvogel
Riesenpieper
Australspornpieper
Kanarenpieper
Paramopieper
Kurzschwanzpieper
Punapieper
Buschpieper
Brachpieper
Rotkehlpieper
Chacopieper
Savannenpieper
Zimtspornpieper
Correnderapieper
Klippenpieper
Weißbauchpieper
Steppenpieper
Petschorapieper
Papuapieper
Hellmayrpieper
Waldpieper
Drakensbergpieper
Sibirienpieper
Braunrückenpieper
Streifenpieper
Malindipieper
Ockerbrustpieper
Nicholsonpieper
Nilgiripieper
Neuseeland-Spornpieper
Waldlandpieper
Stelzenpieper
Perupieper
Strandpieper
Wiesenpieper
Spornpieper
Rosenpieper
Pazifischer Wasserpieper
Burupieper
Orientspornpieper
Langschnabelpieper
Sokokepieper
Bergpieper
Präriepieper
Mattenpieper
Baumpieper
Vaalpieper
Saruskranich
Kanadakranich
Brolgakranich
Weißnackenkranich
Gabelbock
Fleckschwanz-Nachtschwalbe
Mexikonachtschwalbe
Belizenachtschwalbe
Carolinanachtschwalbe
Kubanachtschwalbe
Hispaniolanachtschwalbe
Puerto-Rico-Nachtschwalbe
Braunhals-Nachtschwalbe
Rostnachtschwalbe
Salvinnachtschwalbe
Bergnachtschwalbe
Seidennachtschwalbe
Schwarzkehl-Nachtschwalbe
Wüstenfledermaus
Forbesstärling
Weißkehl-Bündelnister
Common Short-tailed Cricket
Indies Short-tailed Cricket
Rotmaskenralle
Südlicher Rotkehlnachtaffe
Kolumbianischer Nachtaffe
Andennachtaffe
Schwarzköpfiger Nachtaffe
Spixnachtaffe
Sumatratrogon
Javatrogon
Braunkopf-Feinsänger
Kungwefeinsänger
Bamendafeinsänger
Maskenfeinsänger
Chapinfeinsänger
Spiegelfeinsänger
Chirindafeinsänger
Graurücken-Feinsänger
Gelbbrust-Feinsänger
Gelbkehl-Feinsänger
Taitafeinsänger
Flussfeinsänger
Schwarzkehl-Feinsänger
Kabobofeinsänger
Karamojafeinsänger
Namulifeinsänger
Schwarzkopf-Feinsänger
Kappenfeinsänger
Kivufeinsänger
Bergfeinsänger
Flechtenfeinsänger
Weißbauch-Feinsänger
Kurzschwanz-Feinsänger
Maasai Apalis
Halsband-Feinsänger
Gelbwangentrogon
Narinatrogon
Bergtrogon
Boninbrillenvogel
Mauritiusralle
Helenaralle
Schwarzschnabel-Schnäppertyrann
Ockerbrust-Schnäppertyrann
Fahlrücken-Weißstirnchen
Halsband-Weißstirnchen
Braunbrust-Weißstirnchen
Kalifornienhäher
Floridahäher
Inselhäher
Ultramarinhäher
Einfarbhäher
Mexikohäher
Woodhousehäher
Inselschlüpfer
Stachelschwanzschlüpfer
Kerguelensturmvogel
Östliche Honigbiene
Westliche Honigbiene
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
Samoastar
Weißaugenstar
Singstar
Rarotongastar
Rabenstar
Tanimbarstar
Makirastar
Atollstar
Norfolkstar
Kragenstar
Rennellstar
Biakstar
Schlichtstar
Weberstar
Sundastar
Molukkenstar
Mimikastar
Karolinenstar
Malaienstar
Pelzelnstar
Rostbürzelstar
Dickschnabelstar
Südseestar
Rostflügelstar
Zimttaube
Waldmaus
Zweifarb-Ameisenvogel
Rotflügelsittich
Timorsittich
Kaiserpinguin
Königspinguin
Südstreifenkiwi
Nordstreifenkiwi
Haastkiwi
Zwergkiwi
Okaritokiwi
Glanzrückensegler
Haussegler
Kapverdensegler
Mauersegler
Madagaskarsegler
Kapsegler
Kamerunsegler
Sokotrasegler
Damarasegler
Weißbürzelsegler
Indochinasegler
Horussegler
Assamsegler
Braunsegler
Malaiensegler
Pazifiksegler
Fahlsegler
Hochlandsegler
Einfarbsegler
Iberienadler
Schwarzachseladler
Keilschwanzadler
Steinadler
Habichtsadler
Molukkenadler
Kaiseradler
Steppenadler
Savannenadler
Akazienadler
Klippenadler
Bechsteinara
Gelbbrustara
Grünflügelara
Blaukehlara
Scharlachara
Soldatenara
Rotohrara
Rotbugara
Dreifarbenara
Strichelbrust-Spinnenjäger
Gelbwangen-Spinnenjäger
Nacktwangen-Spinnenjäger
Dickschnabel-Spinnenjäger
Palawanspinnenjäger
Borneospinnenjäger
Gelbsteiß-Spinnenjäger
Brillenspinnenjäger
Bergspinnenjäger
Weißkehl-Spinnenjäger
Strichelspinnenjäger
Graubrust-Spinnenjäger
Langschnabel-Spinnenjäger
Rotnackenralle
Braunkappenralle
Cayenneralle
Rotflügelralle
Küstenralle
Schieferbrustralle
Esmeraldasralle
Galeriewaldralle
Schnarchralle
Rallenkranich
Goldscheitelsittich
Jandayasittich
Schwefelbrustsittich
Nandaysittich
Sonnensittich
Weddellsittich
Hainanbuschwachtel
Weißwangen-Buschwachtel
Braunbrust-Buschwachtel
Kambodschabuschwachtel
Malaienbuschwachtel
Taiwanbuschwachtel
Davidbuschwachtel
Chinabuschwachtel
Borneobuschwachtel
Javabuschwachtel
Rotbrust-Buschwachtel
Weißgesicht-Buschwachtel
Orangebrust-Buschwachtel
Rotschnabel-Buschwachtel
Sichuanbuschwachtel
Rotkehl-Buschwachtel
Sumatrabuschwachtel
Hügelbuschwachtel
Strichelkehlsopranist
Archboldlaubenvogel
Schwarzkinnkolibri
Rubinkehlkolibri
Neuseeländischer Seebär
Antarktischer Seebär
Südafrikanischer Seebär
Große Höckerschrecke
Silberreiher
Afrikamittelreiher
Graureiher
Cocoireiher
Koromandelkuhreiher
Goliathreiher
Kanadareiher
Madagaskarreiher
Kuhreiher
Weißbauchreiher
Asienmittelreiher
Schwarzhalsreiher
Weißhalsreiher
Pazifikmittelreiher
Purpurreiher
Rußreiher
Graumantel-Sturmtaucher
Blassfuß-Sturmtaucher
Rosafuß-Sturmtaucher
Kappensturmtaucher
Dunkelsturmtaucher
Keilschwanz-Sturmtaucher
Kurzschwanz-Sturmtaucher
Bacchusreiher
Paddyreiher
Dickschnabelreiher
Rallenreiher
Rotbauchreiher
Prachtreiher
Arabientrappe
Wammentrappe
Riesentrappe
Kappentrappe
Steinwälzer
Schwarzkopf-Steinwälzer
Argusfasan
Gelbschnabel-Drosselhäherling
Rieddrosselhäherling
Schuppenbrust-Drosselhäherling
Langschwanz-Drosselhäherling
Graustirnhäherling
Stricheldrosselhäherling
Akaziendrosselhäherling
Burmadrosselhäherling
Afghanistandrosselhäherling
Schlankschnabel-Drosselhäherling
Malcolmdrosselhäherling
Heuglindrosselhäherling
Orangeschnabel-Drosselhäherling
Graudrosselhäherling
Dschungeldrosselhäherling
Orangebauch-Drosselhäherling
Gelbfleckbülbül
Schwarzbrauenbülbül
Olivbauchbülbül
Shelleybülbül
Olivbrustbülbül
Einfarbbülbül
Ulugurubülbül
Schwarzkappenbülbül
Streifenohrbülbül
Bergwaldbülbül
Abbottstar
Kapuzenbuschammer
Schmalschnabel-Buschammer
Schwarzkopf-Buschammer
Goldschnabel-Buschammer
Halbring-Buschammer
Brustfleck-Buschammer
Braunkopf-Buschammer
Olivbuschammer
Grauband-Buschammer
Dickschnabel-Buschammer
Moosmantel-Buschammer
Gelbschnabel-Buschammer
Franziskusbuschammer
Marañón-Buschammer
Perijábuschammer
Caracasbuschammer
Berlepschbuschammer
Goldflügel-Buschammer
Halsband-Buschammer
Schwarzring-Buschammer
Streifenkopf-Buschammer
Grünscheitel-Buschammer
Grünrückenammer
Dickichtammer
Olivrückenammer
Tocuyoammer
Rothalsmonarch
Elstermonarch
Yorkmonarch
Krausenmonarch
Weißkopfvanga
Schwarzgesicht-Schwalbenstar
Rußschwalbenstar
Grauschwalbenstar
Schneerücken-Schwalbenstar
Weißbauch-Schwalbenstar
Riesenschwalbenstar
Fidschischwalbenstar
Zwergschwalbenstar
Weißrücken-Schwalbenstar
Maskenschwalbenstar
Weißbrauen-Schwalbenstar
Salbeiammer
Beifußammer
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Langfingerfrosch
Bush Squeaker
Dwarf Squeaker
Jamaika-Fruchtfledermaus
Großer Fruchtvampir
Rotkappensänger
Usambarafeinsänger
Schieferbrustschnäpper
Schwalbenschnäpper
Dickschnabelspötter
Weißkopf-Wassertyrann
mangrove cicada
White Drummer
Ostschermaus
Weißflügelente
Geoffroys Dreizackblattnase
Schwarzbrust-Gimpeltangare
Braungimpeltangare
Wüstentrugschmätzer
Brown Speckled Cicada
Afrika-Waldohreule
Kapohreule
Schreieule
Sumpfohreule
Jamaikaeule
Madagaskar-Waldohreule
Waldohreule
Salomoneneule
Styxeule
Blaukehlmotmot
Flankentaschenfrosch
Graubrustcanastero
Dunkelflügelcanastero
Kastanienkehlcanastero
Kurzschnabelcanastero
Cordillera-Real-Canastero
Ockerbrauencanastero
Rostbürzelcanastero
Weißstrichelcanastero
Graubauchcanastero
Olivrückencanastero
Schwarzkehlcanastero
Punacanastero
Dornbuschcanastero
Grauwangencanastero
Ockerbrustcanastero
Streifenkehlcanastero
Minas-Gerais-Canastero
Roststirncanastero
Graslandcanastero
Blasscanastero
Rostgesichtcanastero
Brillencanastero
Perijacanastero
Rostschwanzcanastero
Dünnschnabelcanastero
Dunkelrückencanastero
Rostkehlcanastero
Braunschwanzcanastero
Strichelrückencanastero
Schmalschwanz-Paradieselster
Fächerparadieselster
Rothschildparadieselster
Prachtparadieselster
Stephanieparadieselster
Amerikanischer Habicht
Zweifarbhabicht
Chilehabicht
Rundschwanzhabicht
Habicht
Kubahabicht
Madagaskarhabicht
Dominohabicht
Papuahabicht
Blassaugen-Zwergtyrann
Weißstirnklammeraffe
Schwarzgesichtklammeraffe
Braunkopfklammeraffe
Geoffroy-Klammeraffe
Braune Klammeraffe
Weißwangenklammeraffe
Rotgesichtklammeraffe
Kurzohrfuchs
Lätzchenerdracke
Blaukopf-Erdracke
Blewittkauz
Brahmakauz
Kaninchenkauz
Guadalcanalkauz
Salomonenkauz
Malaitakauz
Steinkauz
Makirakauz
Madagaskarkauz
Sumpfmanguste
Gelbkehlbülbül
Blasskehlbülbül
Protean Shieldback
Atlashörnchen
Weißkopf-Buschammer
Weißnacken-Buschammer
Weißbart-Buschammer
Antioquiabuschammer
Schieferbuschammer
Schwarzbart-Buschammer
Goldscheitel-Buschammer
Goldkopf-Buschammer
Forbesbuschammer
Braunbart-Buschammer
Rußkopf-Buschammer
Gelbbrust-Buschammer
Brillenbuschammer
Spiegelbuschammer
Anthrazitbuschammer
Grauohr-Buschammer
Schwarzgesicht-Buschammer
Schwarzbrillen-Buschammer
Rostbauch-Buschammer
Schwarzstirn-Buschammer
Blasskopf-Buschammer
Zimtstirn-Buschammer
Tepuibuschammer
Rotkappen-Buschammer
Rotohr-Buschammer
Rotnacken-Buschammer
Graubrust-Buschammer
Rotscheitel-Buschammer
Ockerbrust-Buschammer
Taczanowskibuschammer
Vilcabambabuschammer
Gelbschenkel-Buschammer
Dreifarben-Buschammer
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
Lärmdickichtvogel
Rostdickichtvogel
Bronzeschwalbe
Rotbauch-Höhenläufer
Weißbauch-Höhenläufer
Weißbandschwalbe
Kappenschwalbe
Weißhosenschwalbe
Weißaugen-Attilatyrann
Zimtattilatyrann
Gelbbauch-Attilatyrann
Graukopf-Attilatyrann
Streifenkehl-Attilatyrann
Gelbbürzel-Attilatyrann
Ockerattilatyrann
Goldmaskenkolibri
Grünmaskenkolibri
Weißkehlarassari
Grauschnabelarassari
Blaunackenarassari
Blutbürzelarassari
Gelbbrauenarassari
Laucharassari
Blauzügelarassari
Tepuiarassari
Goldkopf-Beutelmeise
Auritibicen japonicus
Creaking Branch Cicada
Weißstreifen-Bulldoggfledermaus
Olive-green Coastal Katydid
Fawn-throated Foliage-gleaner
Chiriquíbaumspäher
Olivrücken-Baumspäher
Weißkehl-Baumspäher
Weißaugen-Baumspäher
Orangekehl-Baumspäher
Fahlkehl-Baumspäher
Dunkelbaumspäher
Rostkappen-Baumspäher
Strichelrücken-Baumspäher
Olivbauch-Baumspäher
Östlicher Wollmaki
Kuckucksweih
Orientweih
Dreifarbweih
Lemurenweih
Papuaweih
Avosettkolibri
Axishirsch
Kanadabergente
Rotkopfente
Tasmanmoorente
Baermoorente
