common_name_ru
Изумрудогорлый колибри
Рыжещёкая комарница
Чернолицая комарница
Желтобрюхая комарница
Серёжчатый гуан
Розовоклювый серёжкоух
Остроклювый овсяночник
Чечётка
Зелёный стрелок
Пестрогрудая шипоклювка
Желтопоясничная шипоклювка
Белопоясничная геригона
Тасманийская шипоклювка
Лесная шипоклювка
Тонкоклювая шипоклювка
Горная шипоклювка
Пёстрая шилоклювка
Новогвинейская шипоклювка
Жёлтая шипоклювка
Малая шипоклювка
Корольковая шипоклювка
Сероспинная шипоклювка
Рыжепоясничная шипоклювка
Западная титиара
Восточная титиара
Синицевый шипоклюв
Acanthoventris drewseni
Мадагаскарский перепелятник
Перепелятник
Краснобокий перепелятник
Серобрюхий ястреб
Красногрудый перепелятник
Американский перепелятник
Непальский калао
Дамарский скалолаз
Сверчок домовый
Сверчок испанский
Гепард
Ошейниковая майна
Камбоджийский скворец
Серая майна
Хохлатая майна
Джунглевая майна
Береговая майна
Чубатая майна
Яванская майна
Vinous-breasted Myna
Чернокрылая майна
Майна
Blanchard's Cricket Frog
Щёлкающая квакша
Сверчковая квакша
Оливково-жёлтый бюльбюль
Карликовый летучий кускус
Гравитейро
Полинезийская камышовка
Индийская камышевка
Дроздовидная камышевка
Мангаревская камышовка
Туамотская камышовка
Австралийская камышовка
Пестроголовая камышевка
Кабо-вердианская камышовка
Таитянская камышовка
Кустарниковая камышовка
Садовая камышевка
Лайсанская камышовка
Капская камышовка
Евфратская камышовка
Сайпанская камышовка
Кереарако
Муреанская камышовка
Соловьиная камышовка
Тонкоклювая камышевка
Фатухивская камышовка
Хуахинская камышовка
Мадагаскарская камышовка
Aguiguan Reed Warbler
Восточная дроздовидная камышевка
Большеклювая камышевка
Вертлявая камышевка
Болотная камышевка
Нукухивская камышовка
Наурская камышовка
Рамитарейская камышовка
Родригесская камышовка
Папирусовая камышовка
Камышевка-барсучок
Тростниковая камышевка
Сейшельская камышовка
Просяная камышевка
Южная дроздовидная камышевка
Каролинская камышовка
Хендерсонская камышовка
Маньчжурская камышевка
Питкернская камышовка
Паганская камышовка
Пестрощёкий москитеро
Белолобый пестрощёкий тиранчик
Глазчатый тапакуло
Грифовая цесарка
Усатый зимородок
Малайский зимородок
Синешапочный зимородок
Пестрогрудый зимородок
Синеголовый зимородок
Королевский зимородок
Синекрылый шива
Рыжелобый пестрокрыл
Тайваньский пестрокрыл
Непальский пестрокрыл
Очковый пестрокрыл
Черноголовый пестрокрыл
Тонкинский пестрокрыл
Рыжекрылый шива
Юньнаньский пестрокрыл
Перевозчик
Пятнистый перевозчик
Африканская якана
Мадагаскарская якана
Черноухий колибри
Жерлянкоподобная лягушка
плоскопалый свистун
Paraná Tropical Bullfrog
полосатый свистун
заботливый свистун
Santa Catarina Tropical Bullfrog
Желтоклювая поганка
Западная поганка
Ополовник
Черногорлый ополовник
Карликовый ополовничек
Тёмный ополовник
Серогорлый ополовник
Рыжий ополовник
Белощёкий ополовник
Белогорлый ополовник
Большая йора
Черношапочная йора
Пестрокрылая йора
Зелёная йора
Североамериканский сыч
Мохноногий сыч
Bermuda Saw-whet Owl
Масковый сыч
Светлобрюхий сыч
Арфакский совиный козодой
Горный совиный козодой
Полосатый совиный козодой
Молуккский совиный козодой
Австралийский совиный козодой
Рыжий совиный козодой
Новокаледонский совиный козодой
Украшенный совиный козодой
Karimui Owlet-nightjar
Папуанский совиный козодой
Чёрный гриф
