common_name_fi
tulipyrstömedestäjä
pasianvuorenmedestäjä
visayasinmedestäjä
tulimedestäjä
sateenkaarimedestäjä
mindanaonmedestäjä
filippiinienvuorimedestäjä
laidunmedestäjä
palawaninmedestäjä
karmiinimedestäjä
punamedestäjä
Tboli Sunbird
deccaninmedestäjä
Delicate Spiny Reed Frog
Brown Banana Frog
Fornasini's Spiny Reed Frog
Banded Banana Frog
afrikanpiippa
kongonriikinkukko
mustakaulatrappi
botswanantrappi
punasilmälehtisammakko
Mexican Giant Tree Frog
keihäshaikara
madagaskarinkaijanen
viktoriankaijanen
sambesinkaijanen
jokikaijanen
naamiokaijanen
savannikaijanen
ruusukaijanen
sepelkaijanen
isokaijanen
ruskoturpiaali
Pale Baywing
kuubanturpiaali
antillienturpiaali
punaolkaturpiaali
kalifornianturpiaali
puertoriconturpiaali
liberianhelmikana
mustahelmikana
mustakosteikkoturpiaali
liekkisiipiturpiaali
perunkosteikkoturpiaali
purppuraselkäkolibri
tervakolibri
hohtoselkäkolibri
kultaselkäkolibri
venezuelanhännyskolibri
säihkyhännyskolibri
turkoosihännyskolibri
Ovate Shieldback
karmiinipunavarpunen
kanelisavannisieppo
nokisavannisieppo
viirunaamatyranni
isopáramotyranni
harmaavatsatyranni
páramotyranni
hiirityranni
kanelikorvakottarainen
mantšuriankottarainen
papuannaukuja
smaragdinaukuja
Tan-capped Catbird
Spotted Catbird
kuningasnaukuja
Ochre-breasted Catbird
Isopanda
oaxacansirkkuli
isosirkkuli
ruskolakkisirkkuli
mandariinisorsa
morsiosorsa
oahunakialoa
lanainakialoa
pikkuakialoa
kauainakialoa
isonokimuura
valko-olkamuura
kirjosiipikiuru
somaliankirjokiuru
kiuru
aasiankiuru
valkosiipikiuru
rasonkiuru
mongolianhietakiuru
kaspianpikkukiuru
intianhietakiuru
pikkukiuru
somalianpikkukiuru
ruokki
kuningaskalastaja
jaavansinikalastaja
sinivyökalastaja
isokuningaskalastaja
sinikorvakalastaja
Malaysian Blue-banded Kingfisher
hohtosinikalastaja
koskikalastaja
kongoni
Hirvi
harmaatiaistimali
David's Fulvetta
Yunnan Fulvetta
mustakulmatimali
Huet's Fulvetta
pensastiaistimali
vuoritiaistimali
mustajuovatimali
isotiaistimali
jaavantiaistimali
viirubulbuli
punaniskaviheltäjä
kalliopyy
vuoripyy
kivikkopyy
tiibetinpunapyy
mustalakkipyy
jemeninpyy
punapyy
madagaskarinsinikyyhky
mauritiuksensinikyyhky
seychelliensinikyyhky
komoriensinikyyhky
viiripyrstötyranni
viuhkapyrstötyranni
kekokana
Floury Baker
kekälealetti
ruskoaletti
kaunoamatsoni
molukkienkuningaskaija
papuankuningaskaija
australiankuningaskaija
pikkuruokki
suomurintamatkija
suomarakatti
mississippinalligaattori
Spotted-thighed Poison Frog
Striped Rocket Frog
Allard's Ground Cricket
Striped Ground Cricket
Gray Ground Cricket
Choctaw ground cricket
Southern Ground Cricket
Salt-Marsh Ground Cricket
Tinkling Ground Cricket
Walker's Ground Cricket
räkättibulbuli
sammakkobulbuli
tuhkakurkkubulbuli
harmaavatsabulbuli
harmaaposkibulbuli
tuhkapääbulbuli
Penan Bulbul
Gray-cheeked Bulbul
ruostenaamiopääsky
afrikanhanhi
reunioninhanhi
mauritiuksenhanhi
Ursine Howler Monkey
paholaismölyapina
mustamölyapina
Spix's Red-handed Howler Monkey
ruskomölyapina
Guianan Red Howler Monkey
tummamölyapina
vaippamölyapina
bolivianmölyapina
punamölyapina
Maranhao Red-handed Howler Monkey
Catalonian Midwife Toad
iberiankätilösammakko
kätilösammakko
suomuviiltopeippo
viiltopeippo
papuanrastas
isopapuanrastas
punatiikeripeippo
vihertiikeripeippo
kultatiikeripeippo
pikkumangrovekana
celebesinsuokana
talaudinsuokana
ruosteperähuitti
naukusuokana
ojasuokana
Ecuadorian Seedeater
caroninsinisirkkunen
sinisirkkunen
tummasinisirkkunen
hondurasintimanttikolibri
kanelitimanttikolibri
ruostepyrstökolibri
säämiskätimanttikolibri
pronssitimanttikolibri
siniotsa-amatsoni
mustanokka-amatsoni
valko-otsa-amatsoni
kultaposkiamatsoni
dominicanamatsoni
keltaniska-amatsoni
punaotsa-amatsoni
kultanaama-amatsoni
liekkipyrstöamatsoni
jamaikanamatsoni
Diademed Amazon
siniposkiamatsoni
jauhoamatsoni
jokiamatsoni
lila-amatsoni
saintvincentinamatsoni
keisariamatsoni
brasilianamatsoni
kuubanamatsoni
Lilacine Amazon
andienamatsoni
amazonianamatsoni
keltapääamatsoni
araukaria-amatsoni
tuliotsa-amatsoni
rubiiniamatsoni
hispaniolanamatsoni
saintlucianamatsoni
viiniamatsoni
meksikonamatsoni
puertoriconamatsoni
jukataninamatsoni
brasiliantavi
bambukasikki
Clicker Round-winged Katydid
Florida Oblong-winged Katydid
Texas false katydid
Oblong-winged Katydid
Rattler Round-winged Katydid
foyanlavastaja
majalavastaja
kekolavastaja
pikkulavastaja
kekonokkakutoja
punahupputurpiaali
Three-striped Poison Frog
Common River Frog
Cape River Frog
Poynton's River Frog
angolankiuru
sepelkiuru
pärinäkiuru
keltanaamasirkkunen
ruohosirkkunen
heinäsirkkunen
pikkuaavikkokiuru
aavikkokiuru
intianaavikkokiuru
pulmuskiuru
harmaavatsamuura
hietikkopyy
aavikkopyy
yumanorava
teksasinorava
santossaarenorava
sanjoaquininorava
suippopyrstösirkkunen
luhtasirkkunen
sarasirkkunen
kosteikkosirkkunen
harjavuohi
kultapäämaina
suomukotinga
punatupsukotinga
rosvokotinga
harmaapäämuura
Clapping Cicada
Chirping Cicada
Chorus Cicada
aavikkosirkku
kalliosirkkuli
tummaruohomaluri
viiruruohomaluri
hietikkoruohomaluri
vaalearuohomaluri
mustaruohomaluri
idänruohomaluri
pensasruohomaluri
aavikkoruohomaluri
nokiruohomaluri
pikkuruohomaluri
ruohomaluri
tiheikköruohomaluri
pilbaranruohomaluri
isoruohomaluri
valkotäpläorneero
okraorneero
punapyrstöorneero
vuoriorneero
suomukurkkuorneero
príncipenmedestäjä
keltarintamedestäjä
keltaperämedestäjä
paksunokkaorneero
valkokaulusorneero
Mormon Cricket
vuoritöyhtönapsija
juanfernándezinnapsija
kirjotöyhtönapsija
pitkätöyhtönapsija
kiharatöyhtönapsija
töyhtönapsija
Red Weaver
punakaapukutoja
Golden Emperor
mustajalkatylli
punantylli
kaspiantylli
ylänkötylli
uudenseelannintylli
sepeltylli
Charadrius dealbatus
patagoniantylli
kieronokkatylli
jaavantylli
aavikkotylli
hietatylli
idänylänkötylli
preeriatylli
vaaleatylli
uudenseelanninkurmitsa
ruskovyötylli
afrikantylli
sundantylli
ruosteniskatylli
sainthelenantylli
madagaskarintylli
gobintylli
paksunokkatylli
jouhisorsa
Andaman Teal
pohjoisandientavi
uudenseelannintavi
valkoposkisorsa
madagaskarintavi
punanokkatavi
australiantavi
uudenseelannintavi
tavi
Mexican Duck
kerguelenjouhisorsa
punanokkasorsa
harmaatavi
suolakkosorsa
suippopyrstösorsa
suomutavi
Australiansuomutavi
laysaninsorsa
filippiiniensorsa
madagaskarinsorsa
dentintavi
sinisorsa
täplänokkasorsa
nokisorsa
afrikannokisorsa
juovanaamasorsa
maskareenientavi
keltanokkasorsa
havaijinsorsa
hymysorsa
afrikanrakonokka
aasianrakonokka
intiantupaija
Chirping Trig
Say's Trig
Fulton's Trig
Pink-spotted Trig
Fast-tinkling Trig
Slow-tinkling Trig
Spring Trig
American Toad
Western Toad
Great Plains Toad
Chihuahuan Green Toad
Fowler's Toad
Canadian Toad
Red-spotted Toad
Oak Toad
Texas Toad
Southern Toad
Woodhouse's Toad
hakanokkaorneero
vuoritukaani
andienvuoritukaani
kultakuvetukaani
valkokaulatukaani
Andean Poison Frog
hammasnokkakolibri
pensasbulbuli
papuanvuoripenkoja
Angustitrella roosevelti
sarviromisko
amerikankäärmekaula
käärmekaula
australiankäärmekaula
afrikankäärmekaula
verikorvatangara
kyyneltangara
santamartantangara
keltahedelmätangara
viheltäjätangara
paranánara
hyasinttiara
indigoara
kutojaleski
bahianerakkokolibri
ruskosarvinokka
harjasarvinokka
ruostesarvinokka
vaaleatuhkatiira
tuhkatiira
tummaruskotiira
ruskotiira
pikkuruskotiira
tundrahanhi
merihanhi
lyhytnokkahanhi
lumihanhi
beringinhanhi
joutsenhanhi
kiljuhanhi
taigametsähanhi
tiibetinhanhi
eskimohanhi
tundrametsähanhi
puuhanhi
Nornalup Frog
pussipeto
nauhasieppo
rusko-ohjassieppo
kapinmedestäjä
Tolima Blossomcrown
ruskolakkikolibri
punahelttamesikko
pikkuhelttamesikko
lännenhelttamesikko
keltahelttamesikko
kirjomesikko
komako
makomako
afrikanpussitiainen
guineanpussitiainen
akasiapussitiainen
harmaapussitiainen
keltapussitiainen
saharanpussitiainen
intiansarvinokka
lippasarvinokka
mustasarvinokka
palawaninsarvinokka
sulunsarvinokka
Puerto Rican Mango
antillienhohtokolibri
jamaikanhohtokolibri
mustahohtokolibri
pensashohtokolibri
panamanhohtokolibri
mangrovehohtokolibri
viherhohtokolibri
loimumedestäjä
sinipyrstömedestäjä
hiirimedestäjä
Gray-throated Sunbird
purppuraselkämedestäjä
kookosmedestäjä
isoviolettimedestäjä
violettimedestäjä
viherselkämedestäjä
sininaamamedestäjä
tiilikurkkumedestäjä
punavyömedestäjä
pikkumedestäjä
harmaakurkkumedestäjä
Gray-chinned Sunbird
etelägeorgiankirvinen
australiankirvinen
kanariankirvinen
andienkirvinen
pikkukirvinen
Puna Pipit
savannikirvinen
nummikirvinen
lapinkirvinen
chaconkirvinen
eteläamerikankirvinen
ruohikkokirvinen
pampakirvinen
louhikkokirvinen
kanelikirvinen
mongoliankirvinen
tundrakirvinen
papuankirvinen
arokirvinen
taigakirvinen
vuori-isokirvinen
siperiantuhkakirvinen
sänkikirvinen
rastaskirvinen
malindinkirvinen
okrakirvinen
Nicholson's Pipit
nilgirinkirvinen
oseaniankirvinen
afrikanmetsäkirvinen
kongonkirvinen
Peruvian Pipit
luotokirvinen
niittykirvinen
isokirvinen
himalajankirvinen
amerikantuhkakirvinen
burunvuoririlli
riisikirvinen
kalliokirvinen
sokokenkirvinen
vuorikirvinen
preeriakirvinen
ylänkökirvinen
metsäkirvinen
kulokirvinen
saruskurki
hietakurki
australiankurki
silmälasikurki
hanka-antilooppi
kalottikehrääjä
asteekkikehrääjä
belizenkehrääjä
männikkökehrääjä
kuubankehrääjä
Hispaniolan Nightjar
puertoriconkehrääjä
sirkkakehrääjä
punakehrääjä
sierramadrenkehrääjä
tummakehrääjä
silkkikehrääjä
amerikankehrääjä
noukkijalepakko
pikkumustaturpiaali
leukalappuorneero
Common Short-tailed Cricket
Indies Short-tailed Cricket
kukkujarääkkä
Azara’s Night Monkey
mäkiyöapina
perunyöapina
amazonianyöapina
orinoconyöapina
sumatrantrogoni
jaavantrogoni
ruskopääapali
Kungwe Apalis
kameruninapali
mustarinta-apali
tansanianapali
kirjosiipiapali
harmaa-apali
ruskopääapali
keltarinta-apali
Yellow-throated Apalis
Taita Apalis
gaboninapali
valkoviiksiapali
Kabobo Apalis
akasia-apali
Namuli Apalis
mustaselkäapali
keltakaulusapali
vuoriapali
ruskokurkkuapali
ranta-apali
valkopyrstöapali
guineanapali
Maasai Apalis
jokiapali
keltaposkitrogoni
afrikantrogoni
viirupyrstötrogoni
bonininrilli
mauritiuksenluhtakana
sainthelenanluhtakana
oliivisieppari
ruosterintasieppari
valkonaamamaluri
mustavyömaluri
rusorintamaluri
kalifornianpensasnärhi
floridanpensasnärhi
isopensasnärhi
vuoripensasnärhi
sinipensasnärhi
meksikonpensasnärhi
katajapensasnärhi
juanfernándezintulikulma
andientulikulma
hopeaviistäjä
intianmehiläinen
Tarhamehiläinen
Bocaina Tree Frog
Guinle Tree Frog
Canebrake Tree Frog
samoankottarainen
bougainvillenkottarainen
pikikottarainen
rarotongankottarainen
kosraenkottarainen
tanimbarinkottarainen
makirankottarainen
melanesiankottarainen
norfolkinsaarenkottarainen
salomoninkottarainen
rennellinkottarainen
biakinkottarainen
maukenkottarainen
viherkottarainen
celebesinkiiltokottarainen
molukkienkottarainen
papuankottarainen
mikronesiankottarainen
kiiltokottarainen
pohnpeinkottarainen
espiritusantonkottarainen
uudenkaledoniankottarainen
polynesiankottarainen
vanuatunkottarainen
luumukyyhky
pikkumetsähiri
venezuelanmuura
epolettikaija
timorinepolettikaija
keisaripingviini
kuningaspingviini
eteläsaarenruskokiivi
pohjoissaarenruskokiivi
kirjokiivi
pikkukiivi
okaritonruskokiivi
nepalinkiitäjä
pikkukiitäjä
kapverdenkiitäjä
tervapääsky
Malagasy Swift
afrikantervakiitäjä
pikikiitäjä
sokotrankiitäjä
namibiankiitäjä
häätökiitäjä
Cook's Swift
törmäkiitäjä
Blyth's Swift
pahtakiitäjä
idänpikkukiitäjä
aasiankiitäjä
vaaleakiitäjä
Salim Ali's Swift
madeirankiitäjä
iberiankeisarikotka
afrikanjalokotka
kiilapyrstökotka
maakotka
vuorikotka
papuankotka
keisarikotka
arokotka
savannikotka
afrikanvuorikotka
mustakotka
panamanara
sinikelta-ara
vihersiipiara
sinikurkkuara
puna-ara
smaragdiara
bolivianara
valkonaama-ara
kuubanara
harmaalukkinen
kultakorvalukkinen
filippiinienlukkinen
naskalilukkinen
Pale Spiderhunter
borneonharmaalukkinen
filippiinientarhalukkinen
rillilukkinen
borneonviirulukkinen
tarhalukkinen
viirulukkinen
tuhkalukkinen
pitkänokkalukkinen
Russet-naped Wood-Rail
kastanjamangrovekana
mölymangrovekana
amazonianmangrovekana
rannikkomangrovekana
paranánmangrovekana
ruskomangrovekana
isomangrovekana
celebesinluhtakana
kotilokurki
kruunuaratti
palmuaratti
amazonianaurinkoaratti
huppuaratti
aurinkoaratti
harmaapääaratti
hainaninpyy
valkoposkipyy
ruskorintapyy
ruskopääpyy
malesianviidakkopyy
taiwaninpyy
oranssiniskapyy
kauluspyy
borneonpyy
jaavanpyy
punarintapyy
vuoriviidakkopyy
kirjoviidakkopyy
sumatranpyy
sichuaninpyy
ruskokurkkupyy
sumatranviidakkopyy
viidakkopyy
bulbulirastas
kultahuntulavastaja
mustakurkkukolibri
rubiinikurkkukolibri
uuden-seelanninhylje
kergueleninhylje
afrikanhylje
Large Banded Grasshopper
jalohaikara
afrikansirohaikara
harmaahaikara
eteläamerikanhaikara
idänlehmähaikara
goljathaikara
amerikanharmaahaikara
madagaskarinhaikara
lehmähaikara
himalajanhaikara
pikkujalohaikara
kobolttihaikara
valkopäähaikara
Plumed Egret
ruskohaikara
paksunokkahaikara
juovasiipiliitäjä
sysiliitäjä
chilenliitäjä
isoliitäjä
nokiliitäjä
suippopyrstöliitäjä
lyhytpyrstöliitäjä
kiinanriisihaikara
intianriisihaikara
valkorääkkähaikara
rääkkähaikara
punavatsahaikara
jaavanriisihaikara
aavikkotrappi
australiantrappi
kuningastrappi
intiantrappi
karikukko
alaskankarikukko
argusfasaani
valkopäätimali
persiantimali
lörppötimali
pensastimali
srilankannauruli
viirupensastimali
saharantimali
burmanpensastimali
persianpensastimali
brahmaputrantimali
isopensastimali
ruostelörppötimali
srilankantimali
arabiantimali
metsäpensastimali
malabarintimali
maasaibulbuli
mustakulmabulbuli
Kikuyu Mountain Greenbul
savannibulbuli
raitaposkibulbuli
pikkuvuoribulbuli
Uluguru Mountain Greenbul
vuoribulbuli
Olive-headed Greenbul
harmaakurkkubulbuli
kobolttikottarainen
ecuadorinnaamiosirkku
lyijyjuovasirkku
mustahuppusirkku
punanokkasirkku
Yellow-mandibled Sparrow
santamartanjuovasirkku
ruskoniskasirkku
tuhkanaamasirkkunen
costaricanjuovasirkku
nokinaamasirkkunen
Moss-backed Sparrow
pensasnaamiosirkku
caatingasirkku
Marañon Sparrow
perijánjuovasirkku
sepeljuovasirkku
häivejuovasirkku
kultaselkäsirkku
täplänaamiosirkku
naamiosirkku
harmaajuovasirkku
viherjuovasirkku
viherselkäsirkku
isoviirusirkku
viirupääsirkku
pikkuviirusirkku
uudenguineanmonarkki
vyöröyhelömonarkki
mustakurkkumonarkki
röyhelömonarkki
valkopäävanga
tuhkaleiju
ruskoleiju
nokileiju
uudenbritannianleiju
pääskyleiju
papuanleiju
fidžinleiju
tervaleiju
celebesinleiju
naamioleiju
ruskovatsaleiju
marunasirkku
isomarunasirkku
Riviersonderend Moss Frog
Drakenstein Moss Frog
Drewes' moss frog
Kogelberg Moss Frog
Landdross Moss frog
Peninsula Moss Frog
Rough Moss Frog
Northern Moss Frog
De Villiers's Moss Frog
Common Squeaker
Bush Squeaker
Dwarf Squeaker
jamaikanhankko
isoviiruhankko
tansanianräätäli
metsäräätäli
nokisieppo
pääskysieppo
paksunokkakerttunen
valkohuppunapsu
mangrove cicada
White Drummer
Vesimyyrä
sumatransorsa
itäafrikanlehtikuono
nokisirkkunen
peltosirkkunen
kirvismaluri
Brown Speckled Cicada
afrikansarvipöllö
afrikansuopöllö
amerikansarvipöllö
suopöllö
jamaikanpöllö
madagaskarinsarvipöllö
sarvipöllö
isojalkapöllö
tummasarvipöllö
sinikurkkumomotti
Pouched Frog
chilenkanastero
Dark-winged Canastero
Ayacucho Thistletail
lyhytnokkakanastero
metsäkanastero
okrapiikkipyrstö
punaperäkanastero
viirukanastero
ruskopiikkipyrstö
hiiripiikkipyrstö
bolivianpiikkipyrstö
punanpiikkipyrstö
isokanastero
Pale-tailed Canastero
suokanastero
punankanastero
ciponkanastero
viirupyrstökanastero
kolokanastero
rionpiikkipyrstö
ruosteotsakanastero
rillipiikkipyrstö
perijánpiikkipyrstö
kanjonikanastero
purokanastero
tummakanastero
vilcabambanpiikkipyrstö
pensaskanastero
lakikanastero
nauhaparatiisiharakka
arfakinparatiisiharakka
huoninparatiisiharakka
smaragdiparatiisiharakka
viuhkaparatiisiharakka
amerikankanahaukka
ruostehousuhaukka
Chilean Hawk
kyyhkyhaukka
kanahaukka
kuubanlintuhaukka
madagaskarinkanahaukka
mustakanahaukka
molukkienkanahaukka
vaaleasilmätypäkkö
villahämähäkkiapina
acrenhämähäkkiapina
kolumbianhämähäkkiapina
hämähäkkiapina
Long-haired spider monkey
viiksihämähäkkiapina
mustahämähäkkiapina
amazoniankoira
ruskomarhi
pittamarhi
hindustaninpöllö
brahmanpöllö
preeriapöllö
Guadalcanal Owl
salomoninpöllö
Malaita Owl
minervanpöllö
Makira Owl
madagaskarinhaukkapöllö
suomangusti
metsäbulbuli
Pale-throated Greenbul
Protean Shieldback
marokonmaaorava
valkopääsirkku
valkoniskasirkku
valkoviiksisirkku
antioquiansirkku
nokisirkku
argentiinanpensassirkku
keltajuovasirkku
oliivipääsirkku
apurímacinsirkku
punapääsirkku
huilansirkku
keltaviiksisirkku
rillisirkku
pilkkasiipisirkku
panamanhoususirkku
santamartansirkku
mustanaamasirkku
juníninsirkku
ruostevatsasirkku
Black-fronted Brushfinch
azuaynsirkku
ruso-otsasirkku
tepuisirkku
ruskolakkisirkku
kastanjapääsirkku
rusokruunusirkku
harmaapensassirkku
cajamarcansirkku
ruostepensassirkku
Peruvian Slaty Brushfinch
vilcabambansirkku
keltahoususirkku
keltakruunusirkku
Adelaide Black Squeaker
Sandstone Squeaker
Bark Squeaker
South-western Bark Squeaker
Black Squeaker
Southern Mountain Squeaker
Small Bark Squeaker
isotiheikkölaulaja
tiheikkölaulaja
kameruninpääsky
lumiylänköjuoksija
etelänylänköjuoksija
valkovyöpääsky
nokipääpääsky
sukkapääsky
valkosilmäattila
kaneliattila
pikkuattila
rusopyrstöattila
harmaahuppuattila
kaappariattila
kelta-attila
mustasilmikkokolibri
vihersilmikkokolibri
Southern Emerald-Toucanet
sinivyötukaani
pilvitukaani
punaperätukaani
peruntukaani
smaragditukaani
vihertukaani
tepuitukaani
amerikanpussitiainen
Auritibicen japonicus
Creaking Branch Cicada
australiandoggilepakko
Olive-green Coastal Katydid
Fawn-throated Foliage-gleaner
Chiriqui Foliage-gleaner
harmaavatsaorneero
pernambuconorneero
valkosilmäorneero
isolehtiorneero
säämiskäkurkkuorneero
paránorneero
oranssisilmäorneero
räikkäorneero
Western Woodhaunter
villaindri
afrikantöyhtöhaukka
isotöyhtöhaukka
kirjotöyhtöhaukka
madagaskarintöyhtöhaukka
töyhtöhaukka
kurvinokkakolibri
aksiskauris
pikkulapasotka
amerikanpunasotka
australiansotka
kiinansotka
amerikantukkasotka
punasotka
tukkasotka
madagaskarinsotka
lapasotka
uudenseelanninsotka
ruskosotka
isopunasotka
nokitöyhtötiainen
puistotiainen
kalifornianharmaatiainen
harmaatiainen
amerikantöyhtötiainen
kameruninhunajabulbuli
hunajabulbuli
grönlanninvalas
kenkänokka
Antarctic Minke Whale
sillivalas
harmaapussilepakko
kruunukurki
etelänkruunukurki
bambupyy
Taiwan Bamboo-Partridge
pikkubambupyy
intianrotta
panamanvuoritangara
kolumbianvuoritangara
vihervuoritangara
latvustangara
mustaviittatangara
kultarintatangara
mopsilepakko
Common Saw Bush-cricket
isosepelkaija
preeriakahlaaja
amazonianmomotti
punamomotti
ruskonaamiokerttuli
hippiäiskerttuli
Chestnut-capped Warbler
pirrenkerttuli
mustaposkikerttuli
Costa Rican Warbler
Yungas Warbler
kastanjaposkikerttuli
Tacarcuna Warbler
harmaakurkkukerttuli
juovapääkerttuli
juovasafiirikolibri
naamiosafiirikolibri
celebesinkuningaskottarainen
seraminkuningaskottarainen
sulankuningaskottarainen
amazonianolingo
Western Lowland Olingo
Olinguito
kakomisti
meksikonkakomisti
jättimuura
virtakerttunen
punavirtakerttunen
kirjotöpösieppo
iringantöpösieppo
malawintöpösieppo
ruwenzorintöpösieppo
hupputöpösieppo
zulutöpösieppo
kongontöpösieppo
sambiantöpösieppo
gabonintöpösieppo
rannikkotöpösieppo
angolantöpösieppo
tansaniantöpösieppo
akasiatöpösieppo
West African Batis
pensastöpösieppo
pikkutöpösieppo
biokontöpösieppo
tamariskitöpösieppo
senegalintöpösieppo
metsätöpösieppo
pikkupöllökehrääjä
isopöllökehrääjä
Palawan Frogmouth
sarvipöllökehrääjä
borneonpöllökehrääjä
paljettipöllökehrääjä
jaavanpöllökehrääjä
ruskopöllökehrääjä
srilankanpöllökehrääjä
vaaleapöllökehrääjä
filippiinienpöllökehrääjä
tähtipöllökehrääjä
Marbled Wood Frog
Gray Wood Frog
Banded Wood Frog
isonoukkijalepakko
Aridland Cicada
myssysarvinokka
palmuorneero
bermudanhaukka
madagaskarinkerttu
vangasieppo
valkopartamuura
Bicolour Meadow Bush-cricket
Red Tree-ticker
Black Tree-ticker
biisoni
helttasorsa
amerikanisopäästäinen
guineansukasnokka
keltasukasnokka
ohjassukasnokka
sukasnokka
Yellow-eyed Bristlebill
tuliniskatikka
hehkuniskatikka
White-edged Tree Frog
Yellow-spotted Tree Frog
Bischoff's Tree Frog
Rusty Tree Frog
Rough-skinned Green Tree Frog
Blacksmith Tree Frog
Basin Tree Frog
Usina Tree Frog
Leopard Tree Frog
Banana Tree Dwelling Frog
Burmeister's Tree Frog
Chirique-Flusse Tree Frog
Montevideo Tree Frog
Polka-dot Tree Frog
Chaco Tree Frog
Rioja Tree Frog
Rosenberg's Gladiator Frog
pikkupensaslepinkäinen
kanelipyrstökolibri
purppurakolibri
kastanjakolibri
Atlantic Forest Tree Frog
guavakaija
tolimanaratti
raita-aratti
andienaratti
klovnimesikko
mistelimesikko
kellosammakko
kiinankellosammakko
vuoristokellosammakko
Common Eastern Bumble Bee
kontukimalainen
amerikantilhi
tilhi
